,Event ID,Title,Event Type,Severity,Description,Source,Date
381,333,"Heavy rainfall in Kinugawa, 2015",Rain & flooding,More severe or more likely to occur,"""These results indicate the high probability of intensification of Kinugawa heavy rainfall by anthropogenic GHG emissions.""",https://www.mdpi.com/2073-4433/11/2/220/htm,2015
382,334,"China summer rainfall, 1961-2012",Rain & flooding,More severe or more likely to occur,"""Changes attributable to anthropogenic forcing explain most of the observed regional changes for all categories of summer precipitation, and natural forcing contributes little.""",https://journals.ametsoc.org/view/journals/clim/33/13/jcli-d-19-0285.1.xml,1961-2012
383,335,"Global rainfall extremes, 1951-2014",Rain & flooding,More severe or more likely to occur,"""An optimal fingerprinting analysis reveals detectable anthropogenic signals in the observations of these indices averaged over the globe and over most continents.""",https://journals.ametsoc.org/view/journals/clim/34/3/JCLI-D-19-1017.1.xml,1951-2014
384,332,"Mid-lower Yangtze River 14-day rainfall extremes, July 2020",Rain & flooding,"Decrease, less severe or less likely to occur","""Anthropogenic warming has reduced the likelihood of 2019-like 14-days heavy precipitation over the mid–lower reaches of the Yangtze River by 20%, but increased that of 2-days extremes by 30%.""",https://www.frontiersin.org/articles/10.3389/fenvs.2020.603061/full,2020
385,336,"NZ glacier ice loss events, 2011 & 2018","Cold, snow & ice",More severe or more likely to occur,"""We estimate extreme mass loss was at least six times (2011) and ten times (2018) (>90% confidence) more likely to occur with anthropogenic forcing than without.""",https://www.nature.com/articles/s41558-020-0849-2,2011
386,337,"Northern hemisphere intense snowfall events, 1979-2020","Cold, snow & ice",More severe or more likely to occur,"""The increased anthropogenic activity in the past decades is partly responsible for the increase in intense snowfall events"" over most parts of Asia, North America, and Greenland.",https://iopscience.iop.org/article/10.1088/1748-9326/abbc93,1979-2020
387,338,"Extreme cold events over south-east China, 1960-2017","Cold, snow & ice",No discernible human influence,"""Our analysis indicates that even if cold events are likely to have been reduced due to greenhouse gases, trends cannot be attributed with high confidence to any anthropogenic signal alone.""",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020JD033447,1960-2017
388,339,"Marine heatwaves, 1981-2017",Oceans,More severe or more likely to occur,"""We show that the occurrence probabilities of the duration, intensity, and cumulative intensity of most documented, large, and impactful MHWs have increased more than 20-fold as a result of anthropogenic climate change.""",https://science.sciencemag.org/content/369/6511/1621,1981-2017
389,340,"Hurricane Florence, 2018",Storm,More severe or more likely to occur,"""The extreme rainfall was increased by up to 10%, and the fraction of rainfall accumulations of more than 30 inches was increased by more than 7% of what it would have been without climate change."" & ""The maximum size of Hurricane Florence [was] about 9 km larger in mean maximum diameter (or a 1.6% increase in storm area) due to climate change.""",https://advances.sciencemag.org/content/6/1/eaaw9253,2018
390,341,"Global tropical cyclone frequency trends, 1980-2018",Storm,More severe or more likely to occur,"""We found that external forcing (i.e., greenhouse gases, aerosols, and volcanic eruptions) played an important role in the observed TCF [Tropical Cyclone Frequency] trends since 1980.""",https://www.pnas.org/content/117/20/10706,1980-2018
391,342,"Typhoon translation speeds in mid-latitudes in September, 1980-2019",Storm,"Decrease, less severe or less likely to occur","""[The findings] reveal two main factors responsible for translation speed slowdown: natural decadal climate variabilities (such as the Pacific Decadal Oscillation) and global warming.""",https://www.jstage.jst.go.jp/article/jmsj/advpub/0/advpub_2020-068/_article/-char/en,1980-2019
392,330,"Tropical-cyclone-induced heavy rainfall over western Japan, July 1993",Storm,No discernible human influence,"""The tropical-cyclone-induced extreme rainfall…was not attributable to anthropogenic climate change because the occurrence of heavy rainfall depended more on the TC approach rather than on the moisture increase due to global warming.""",https://www.nature.com/articles/s41612-020-00141-y,1993
393,343,"California extreme autumn wildfire conditions, since 1950",Wildfire,More severe or more likely to occur,"""We find an increase in the climate model-estimated probability of these extreme autumn conditions since ~1950, including a long-term trend toward increased same-season co-occurrence of extreme fire weather conditions in northern and southern California.""",https://iopscience.iop.org/article/10.1088/1748-9326/ab83a7,1950
394,344,"Colorado River discharge deficit, 2000-17",River flow,"Decrease, less severe or less likely to occur","""If we set temperature every year to its climatology, the model yields a discharge trend [for 1913-2017] of −8.4%/century and a discharge deficit [for 2000-17] of −8.1%. We conclude that temperature sensitivity accounts for more than half of both drying phenomena, consistent with a previous analysis.""",https://science.sciencemag.org/content/367/6483/1252,2000-17
395,345,"Summer hot drought events over north-eastern China, 1961-2005",Compound,More severe or more likely to occur,"""Based on the optimal fingerprinting method, the impact of increased anthropogenic activities can be detected at the 90% confidence level.""",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2019EA000836,1961-2005
396,346,"Economic costs of New Zealand droughts, 2007-17",Impact,More severe or more likely to occur,"""With a FAR [fraction of attributable risk] of 20%, this yields excess costs of the drought due to anthropogenic climate change of NZ$300M.""",https://link.springer.com/article/10.1007%2Fs10584-020-02729-y,2007-17
397,347,"Economic costs of New Zealand floods, 2007-17",Impact,More severe or more likely to occur,"""We estimate that major-flood insured costs attributable to anthropogenic influence on climate are currently somewhere in the vicinity of $140M for this decade.""",https://link.springer.com/article/10.1007%2Fs10584-020-02729-y,2007-17
398,348,Economic costs of Hurricane Harvey,Impact,More severe or more likely to occur,"""With an average estimate of damages from Harvey assessed at about US$90bn, applying this fraction [of attributable risk] gives a best estimate of US$67bn, with a likely lower bound of at least US$30bn, of these damages that are attributable to the human influence on climate.""",https://link.springer.com/article/10.1007/s10584-020-02692-8,
399,349,"Biological responses to Elbe River floodplain flooding & heatwaves, 2002-13",Impact,No discernible human influence,"""Our ability to attribute these responses to anthropogenic climate change is limited by high natural variability in climate and biological data; lack of long-term data and replication, and the effects of multiple events.""",https://www.nature.com/articles/s41598-020-70901-6,2002-13
400,Rapid study.  350,"UK's third warmest year on record, 2020",Heat,More severe or more likely to occur,"Including climate change, the ""likelihood estimate increases by around a factor of 50, to 56% (range 53–58%). This suggests that we now expect a year as warm as 2020 every other year.""",https://www.carbonbrief.org/met-office-a-review-of-the-uks-climate-in-2020,2020
401,351,"UK extremely warm days, winter 2018-19",Heat,More severe or more likely to occur,"""Extremely warm winter days in central England, as in 2018/19, are still very rare, but human influence is estimated to have made them about 300 times more likely.""",https://www.ametsoc.net/eee/2019/EEEin2019.pdf,2018-19
402,352,"Southern China record-breaking rainfall and temperature event, summer 2020",Heat,More severe or more likely to occur,"""[H]ot events similar to the 2020 event cannot occur under past climate, while those reaching or exceeding a one standard deviation threshold increased from 0.58% under past climate conditions to 68.83% under the present climate, 99% of which can be attributed to climate change.""",https://iopscience.iop.org/article/10.1088/1748-9326/abeeaf,2020
403,353,"Increasing extreme temperatures in China, 1951-2018",Heat,More severe or more likely to occur,"""[We] show that anthropogenic forcing is the main driver for these changes…GHG forcing plays a dominant role, accounting for about 1.6 (1.1–2) times of observed warming in changes of most indices, while the AA offset about 35% (10–60%) of GHG induced warming for warm extremes.""",https://rmets.onlinelibrary.wiley.com/doi/10.1002/joc.7402?af=R,1951-2018
404,354,European heatwave of February 2019,Heat,More severe or more likely to occur,"""The direct CO2 effect increases the probability of the event over all European regions"" (And specifically by 42% for the UK, at least 100% for France and 7% for the Mediterranean.)",https://www.pnas.org/doi/10.1073/pnas.2112087118,2019
405,355,"Global hot extremes, 1850-2014",Heat,More severe or more likely to occur,"""[T]hese simulations suggest that many areas of the globe — particularly in the tropics, sub-tropics, and northern-hemisphere high latitudes — have already moved into a climate where the hottest daily-, seasonal- and annual-scale conditions would not have occurred in thousands of years without anthropogenic forcings.""",https://iopscience.iop.org/article/10.1088/1748-9326/ac2f1a,1850-2014
406,357,Siberia extreme heat of 2020,Heat,More severe or more likely to occur,"""[W]ithout human influence the temperatures widely experienced in Siberia in the first half of 2020 would have been practically impossible.""",https://link.springer.com/article/10.1007/s10584-021-03052-w,2020
407,358,Record Australian heat event of October 2015,Heat,More severe or more likely to occur,"""We find that about half of the October 2015 Australia-wide temperature anomaly is due to the increase in atmospheric CO2 since 1960.""",https://journals.ametsoc.org/view/journals/clim/34/4/JCLI-D-19-1021.1.xml,2015
408,359,"Global extreme temperature changes, 1951-2015",Heat,More severe or more likely to occur,"""Greenhouse gas signals are detected in isolation from other external forcings over global, continental, and several subcontinental domains especially for warm extremes, explaining most of the observed warming.""",https://journals.ametsoc.org/view/journals/clim/34/3/JCLI-D-19-1023.1.xml,1951-2015
409,360,European summer heatwave of 2003,Heat,More severe or more likely to occur,"""[T]he effect of climate change was to increase temperatures across Europe by about the global-mean warming level throughout the summer, and the heatwave was simply the dynamical event riding on top of that.""",https://nhess.copernicus.org/articles/21/171/2021/,2003
410,360,Russian summer heatwave of 2010,Heat,More severe or more likely to occur,"""[T]he effect of climate change was much higher than the global warming level and was particularly enhanced, approximately threefold, during the peak of the heatwave.""",https://nhess.copernicus.org/articles/21/171/2021/,2010
411,Rapid study.  361,"Europe's record hot summer, 2021",Heat,More severe or more likely to occur,"""The calculations showed that the record-breaking summer season in Europe would have been almost impossible without human influence.""",https://www.metoffice.gov.uk/about-us/press-office/news/weather-and-climate/2021/2021-european-summer-temperature-impossible-without-climate-change,2021
412,Rapid study.  362,"Western North American extreme heat, June 2021",Heat,More severe or more likely to occur,"""Based on observations and modeling, the occurrence of a heatwave with maximum daily temperatures (TXx) as observed…was virtually impossible without human-caused climate change.""",https://www.worldweatherattribution.org/western-north-american-extreme-heat-virtually-impossible-without-human-caused-climate-change/,2021
413,363,"Record-breaking low sunshine on the Yangtze Plain, January-February 2019",Sunshine,More severe or more likely to occur,"""The record-low January–February 2019 sunshine in the Middle-Lower Yangtze Plain was favored by a circulation pattern, while anthropogenic aerosols and greenhouse gases increased their probability in recent decades by 3.1 and 1.3 times, respectively.""",https://www.ametsoc.net/eee/2019/EEEin2019.pdf,2019
414,364,"Europe increasingly dry summers, 1900-2020",Drought,More severe or more likely to occur,"""Using the SPI and SPEI indices defined relative to a climate without the effect of human activity we demonstrate that anthropogenic forcings drive marked changes in European wet and dry summers.""",https://www.sciencedirect.com/science/article/pii/S2095927321000566,1900-2020
415,365,"Western Cape drought, 2015-19",Drought,More severe or more likely to occur,"""CMIP6 simulations suggest that anthropogenic greenhouse gas forcing has at least doubled the likelihood of 2015–19 like prolonged droughts over the South African Western Cape, with large cancellation due to other anthropogenic effects.""",https://www.ametsoc.net/eee/2019/EEEin2019.pdf,2015-19
416,366,"SW China extreme low rainfall, May-June 2019",Drought,More severe or more likely to occur,"""Anthropogenic forcing has likely increased the likelihood of the May–June 2019 severe low precipitation event in southwestern China by approximately 6 (1.4) times based on the HADGEM3-GA6 (CMIP6) simulations.""",https://www.ametsoc.net/eee/2019/EEEin2019.pdf,2019
417,367,"Global drought frequency, duration and intensity, 1851-2005",Drought,More severe or more likely to occur,"""[W]e show that the presence of anthropogenic forcing has increased the drought frequency, maximum drought duration, and maximum drought intensity experienced in large parts of the Americas, Africa, and Asia.""",https://www.nature.com/articles/s41467-021-22314-w,1851-2005
418,368,"Droughts across China, 2002-20",Drought,More severe or more likely to occur,"""The attribution analysis revealed that both climate change and anthropogenic impacts played a dominant role in driving intensified droughts.""",https://www.sciencedirect.com/science/article/abs/pii/S0022169421012208,2002-20
419,369,Flash drought over South China in August 2019,Drought,More severe or more likely to occur,"""[A]nthropogenic climate change has increased the likelihood of onset speed and intensity of the drought event by 24 ± 16% and 37 ± 9%, respectively.""",https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2020GL091901,2019
420,370,"Droughts in northern Central Asia, 1958-2014",Drought,More severe or more likely to occur,"""[W]e show evidence that the drying trend is dominated by anthropogenic change of the atmospheric circulation evinced in the southward shift and weakening of the subtropical westerly jet (SWJ).""",https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2020GL092156,1958-2014
421,371,Super droughts over East Asia since 1960,Drought,More severe or more likely to occur,"""Super droughts over Transitional Climate Zone peak in the recent two decades, which are primarily driven by the increase in potential evaporation (PET)…It turns out that global warming signal can explain more than 90% of this PET increase.""",https://rmets.onlinelibrary.wiley.com/doi/abs/10.1002/joc.7483,1960
422,372,"Increasing drought trends in eastern Africa, 1900-2018",Drought,No discernible human influence,"""We conclude that until now the impact of increasing local temperatures on agricultural drought in eastern Africa is limited.""",https://esd.copernicus.org/articles/12/17/2021/,1900-2018
423,Rapid study.  373,"Poor rains and food insecurity in southern Madagascar, 2019-21",Drought,No discernible human influence,"""Based on observations and climate modeling, the occurrence of poor rains as observed from July 2019 to June 2021 in southern Madagascar has not significantly increased due to human-caused climate change.""",https://www.worldweatherattribution.org/factors-other-than-climate-change-are-the-main-drivers-of-recent-food-insecurity-in-southern-madagascar/,2019-21
424,374,"Rainfall associated with Ottawa River flood, 2019",Rain & flooding,More severe or more likely to occur,"""Anthropogenic forcing increased the likelihood of the 30-day high rainfall over Ontario and Quebec that contributed to the 2019 Ottawa River floods by a factor of 2 to 3.""",https://www.ametsoc.net/eee/2019/EEEin2019.pdf,2019
425,375,Record-breaking UK daily rainfall in October 2020,Rain & flooding,More severe or more likely to occur,"""The record rainfall of the wettest day in year 2020 is estimated to have become about 2.5 times more likely because of human influence.""",https://rmets.onlinelibrary.wiley.com/doi/10.1002/asl.1033,2020
426,352,"Southern China record-breaking rainfall and temperature event, summer 2020",Rain & flooding,More severe or more likely to occur,"""Compared with past climate, the occurrence risk of an event reaching or exceeding the 2020 Meiyu amount under similar atmospheric circulation conditions increased by 5.1 times under the present climate, 80% of which can be attributed to climate change.""",https://iopscience.iop.org/article/10.1088/1748-9326/abeeaf,2020
427,376,Abrupt increase in north-east US extreme rainfall since 1996,Rain & flooding,More severe or more likely to occur,"""The 1996 shift in Northeast EP can be attributed to both climate variability (especially AMV) and anthropogenic forcings (especially GHG), rather than either factor alone.""",https://www.sciencedirect.com/science/article/pii/S221209472100044X,1996
428,377,"Extreme precipitation events in Central Asia, 1961-2005",Rain & flooding,More severe or more likely to occur,"""Results indicate that radiative forcing changes, mainly driven by human activities, have significantly augmented the extreme precipitation indices in Central Asia.""",https://www.nature.com/articles/s41598-021-94486-w,1961-2005
429,378,"Extreme rainfall in Hami city in eastern Xinjiang, summer 2018",Rain & flooding,More severe or more likely to occur,"""[T]he fraction of attributable risk (FAR) value was 1.00 when the 2018 July–August RX1day (11.52 mm) was marked as the threshold, supporting the claim of a significant anthropogenic influence on the risk of this extreme rainfall.""",https://www.sciencedirect.com/science/article/pii/S167492782100157X,2018
430,379,Extreme Meiyu rainfall in eastern China in 2020,Rain & flooding,More severe or more likely to occur,"""[G]reenhouse gas (GHG) emissions have increased the probability by 44% as a result of atmospheric warming and moistening.""",https://link.springer.com/article/10.1007/s11430-020-9771-8,2020
431,380,"Mackenzie river flooding, 2012",Rain & flooding,No discernible human influence,"""No significant effect"" of human-caused climate change identified.",https://progearthplanetsci.springeropen.com/articles/10.1186/s40645-021-00431-w,2012
432,380,"Fraser river flooding, 2012",Rain & flooding,More severe or more likely to occur,"""Three snow-induced floods were enhanced [by climate change] (the Fraser in 2012, Sava in 2010, and Volga in 2012), which is due to increased precipitation.""",https://progearthplanetsci.springeropen.com/articles/10.1186/s40645-021-00431-w,2012
433,380,"Magdalena river flooding, 2011",Rain & flooding,More severe or more likely to occur,"""[T]he cause of five flood events (Magdalena in 2011, Amazon in 2012, Amur in 2013, Songhua in 2013, and Indus in 2010) was heavy rainfall, corresponding to the observed significant increases in heavy precipitation on a global scale, which has been shown to be the result of anthropogenic changes.""",https://progearthplanetsci.springeropen.com/articles/10.1186/s40645-021-00431-w,2011
434,380,"Amazon river flooding, 2012",Rain & flooding,More severe or more likely to occur,"""[T]he cause of five flood events (Magdalena in 2011, Amazon in 2012, Amur in 2013, Songhua in 2013, and Indus in 2010) was heavy rainfall, corresponding to the observed significant increases in heavy precipitation on a global scale, which has been shown to be the result of anthropogenic changes.""",https://progearthplanetsci.springeropen.com/articles/10.1186/s40645-021-00431-w,2012
435,380,"Sava river flooding, 2010",Rain & flooding,More severe or more likely to occur,"""Three snow-induced floods were enhanced [by climate change] (the Fraser in 2012, Sava in 2010, and Volga in 2012), which is due to increased precipitation.""",https://progearthplanetsci.springeropen.com/articles/10.1186/s40645-021-00431-w,2010
436,380,"Volga river flooding, 2012",Rain & flooding,More severe or more likely to occur,"""Three snow-induced floods were enhanced [by climate change] (the Fraser in 2012, Sava in 2010, and Volga in 2012), which is due to increased precipitation.""",https://progearthplanetsci.springeropen.com/articles/10.1186/s40645-021-00431-w,2012
437,380,"Amur river flooding, 2013",Rain & flooding,More severe or more likely to occur,"""[T]he cause of five flood events (Magdalena in 2011, Amazon in 2012, Amur in 2013, Songhua in 2013, and Indus in 2010) was heavy rainfall, corresponding to the observed significant increases in heavy precipitation on a global scale, which has been shown to be the result of anthropogenic changes.""",https://progearthplanetsci.springeropen.com/articles/10.1186/s40645-021-00431-w,2013
438,380,"Songhua river flooding, 2013",Rain & flooding,More severe or more likely to occur,"""[T]he cause of five flood events (Magdalena in 2011, Amazon in 2012, Amur in 2013, Songhua in 2013, and Indus in 2010) was heavy rainfall, corresponding to the observed significant increases in heavy precipitation on a global scale, which has been shown to be the result of anthropogenic changes.""",https://progearthplanetsci.springeropen.com/articles/10.1186/s40645-021-00431-w,2013
439,380,"Indus river flooding, 2010",Rain & flooding,More severe or more likely to occur,"""[T]he cause of five flood events (Magdalena in 2011, Amazon in 2012, Amur in 2013, Songhua in 2013, and Indus in 2010) was heavy rainfall, corresponding to the observed significant increases in heavy precipitation on a global scale, which has been shown to be the result of anthropogenic changes.""",https://progearthplanetsci.springeropen.com/articles/10.1186/s40645-021-00431-w,2010
440,Rapid study.  381,"Western Europe heavy rainfall, July 2021",Rain & flooding,More severe or more likely to occur,"""Climate change increased the intensity of the maximum 1-day rainfall event in the summer season in this large region by about 3-19% compared to a global climate 1.2C cooler than today. The increase is similar for the 2-day event.""",https://www.worldweatherattribution.org/heavy-rainfall-which-led-to-severe-flooding-in-western-europe-made-more-likely-by-climate-change/,2021
441,382,"Minas Gerais extreme rainfall, January 2020",Rain & flooding,More severe or more likely to occur,"""Our findings suggest that human-induced climate change made this event >70% more likely to occur.""",https://doi.org/10.1002/cli2.15,2020
442,383,"Yangtze River extended rainy winter, 2018-19",Rain & flooding,"Decrease, less severe or less likely to occur","""Anthropogenic forcing reduced the probability of rainfall amount in the extended rainy winter of 2018/19 over the middle and lower reaches of the Yangtze River, China, by ~19%, but exerted no influence on the excessive rainy days.""",https://www.ametsoc.net/eee/2019/EEEin2019.pdf,2018-19
443,384,"Southern China extremely wet rainy season, 2019",Rain & flooding,"Decrease, less severe or less likely to occur","""Anthropogenic forcings have reduced the likelihood of heavy precipitation in southern China like the 2019 March–July event by about 60%.""",https://www.ametsoc.net/eee/2019/EEEin2019.pdf,2019
444,380,"Red river flooding, 2011",Rain & flooding,"Decrease, less severe or less likely to occur","""Two snow-induced floods (the Red in 2011 and Missouri in 2011) were suppressed [by climate change], despite the increased precipitation, may be due to decreased snow and earlier snowmelt peaks due to warming.""",https://progearthplanetsci.springeropen.com/articles/10.1186/s40645-021-00431-w,2011
445,380,"Missouri river flooding, 2011",Rain & flooding,"Decrease, less severe or less likely to occur","""Two snow-induced floods (the Red in 2011 and Missouri in 2011) were suppressed [by climate change], despite the increased precipitation, may be due to decreased snow and earlier snowmelt peaks due to warming.""",https://progearthplanetsci.springeropen.com/articles/10.1186/s40645-021-00431-w,2011
446,380,"Mississippi river flooding, 2011",Rain & flooding,"Decrease, less severe or less likely to occur","""[O]ngoing climate change affected the occurrence of 64% (14 of 22) of historical floods from 2010 to 2013; they were enhanced in eight basins and suppressed in six.""",https://progearthplanetsci.springeropen.com/articles/10.1186/s40645-021-00431-w,2011
447,380,"Lena river flooding, 2010",Rain & flooding,"Decrease, less severe or less likely to occur","""Suppressing"" effect of human-caused climate change identified.",https://progearthplanetsci.springeropen.com/articles/10.1186/s40645-021-00431-w,2010
448,380,"Fitzroy river flooding, 2010",Rain & flooding,"Decrease, less severe or less likely to occur","""Suppressing"" effect of human-caused climate change identified.",https://progearthplanetsci.springeropen.com/articles/10.1186/s40645-021-00431-w,2010
449,380,"Niger river flooding, 2010",Rain & flooding,"Decrease, less severe or less likely to occur","""Suppressing"" effect of human-caused climate change identified.",https://progearthplanetsci.springeropen.com/articles/10.1186/s40645-021-00431-w,2010
450,385,"Antwerp urban flooding, 1901–2000",Rain & flooding,No discernible human influence,"""It can therefore be concluded that the urban flooding in Antwerp is not attributable to anthropogenic climate impacts.""",https://www.sciencedirect.com/science/article/abs/pii/S0022169421003991?via%3Dihub,1901
451,380,"Peace river flooding, 2011",Rain & flooding,No discernible human influence,"""No significant effect"" of human-caused climate change identified.",https://progearthplanetsci.springeropen.com/articles/10.1186/s40645-021-00431-w,2011
452,380,"Saskatchewan river flooding, 2013",Rain & flooding,No discernible human influence,"""No significant effect"" of human-caused climate change identified.",https://progearthplanetsci.springeropen.com/articles/10.1186/s40645-021-00431-w,2013
453,380,"Danube river flooding, 2013",Rain & flooding,No discernible human influence,"""No significant effect"" of human-caused climate change identified.",https://progearthplanetsci.springeropen.com/articles/10.1186/s40645-021-00431-w,2013
454,380,"Kuban river flooding, 2012",Rain & flooding,No discernible human influence,"""No significant effect"" of human-caused climate change identified.",https://progearthplanetsci.springeropen.com/articles/10.1186/s40645-021-00431-w,2012
455,380,"Yalu river flooding, 2010",Rain & flooding,No discernible human influence,"""No significant effect"" of human-caused climate change identified.",https://progearthplanetsci.springeropen.com/articles/10.1186/s40645-021-00431-w,2010
456,380,"Okavango river flooding, 2011",Rain & flooding,No discernible human influence,"""No significant effect"" of human-caused climate change identified.",https://progearthplanetsci.springeropen.com/articles/10.1186/s40645-021-00431-w,2011
457,380,"Murrumbidge & Murray river flooding, 2012",Rain & flooding,No discernible human influence,"""No significant effect"" of human-caused climate change identified.",https://progearthplanetsci.springeropen.com/articles/10.1186/s40645-021-00431-w,2012
458,386,Increased outburst flood hazard from Lake Palcacocha due to human-induced glacier retreat,"Cold, snow & ice",More severe or more likely to occur,"""We conclude that it is virtually certain (>99% probability) that the retreat of Palcaraju glacier to the present day cannot be explained by natural variability alone""",https://www.nature.com/articles/s41561-021-00686-4,
459,387,"Eastern US severe cold, November 2019","Cold, snow & ice","Decrease, less severe or less likely to occur","""CMIP6 results find nonsignificant dynamical effects of anthropogenic climate change on such regional winds; thermodynamic effects alone decreased the probability of this cold event by 70%.""",https://www.ametsoc.net/eee/2019/EEEin2019.pdf,2019
460,388,"North Pacific marine heatwave, summer 2019",Oceans,Insufficient data/inconclusive,"""…[I]t is possible that the models underestimate the strength of the forced response in recent decades. Regardless, it is clear that large internal climate variability complicates the detectability of the forced [mixed layer depth signal] in observations.""",https://www.ametsoc.net/eee/2019/EEEin2019.pdf,2019
461,389,"Hurricane Dorian's extreme rainfall, 2019",Storm,More severe or more likely to occur,"""Anthropogenic climate change increased the likelihood of Hurricane Dorian’s extreme 3-hourly rainfall amounts and total accumulated rainfall by 8%–18% and 5%–10%, respectively.""",https://www.ametsoc.net/eee/2019/EEEin2019.pdf,2019
462,390,"Houston flooding from Hurricane Harvey, 2017",Storm,More severe or more likely to occur,"""The cost of Hurricane Harvey attributable to anthropogenic global warming as $13bn dollars.""",https://link.springer.com/article/10.1007%2Fs10584-021-03114-z,2017
463,391,Number of typhoons affecting South Korea in September 2019,Storm,No discernible human influence,"""A multimodel analysis indicates that the 2019 September record high number of typhoons affecting South Korea was contributed to mostly by the very strong convection over northwestern India with no discernible anthropogenic contribution.""",https://www.ametsoc.net/eee/2019/EEEin2019.pdf,2019
464,392,"Typhoon-induced torrential rainfall in central Vietnam, October 2020",Storm,No discernible human influence,"""[W]e find that…the effect of human-induced climate change contributing to this persistent extreme rainfall event is small compared to natural variability.""",https://link.springer.com/article/10.1007/s10584-021-03261-3,2020
465,393,"Alaska wildfires, July 2019",Wildfire,More severe or more likely to occur,"Results indicate ""a threefold increased risk of Alaska’s extreme fires during recent decades due to primarily anthropogenic ignition and secondarily climate-induced biofuel abundance.""",https://www.ametsoc.net/eee/2019/EEEin2019.pdf,2019
466,394,"South-west China wildfire risk, spring 2019",Wildfire,More severe or more likely to occur,"""The 2019 extreme wildfire in South China was largely related to both anthropogenic warming and El Nino event. They increased the weather-related risk of extreme wildfire by 7.2 times and 3.6 times, respectively.""",https://www.ametsoc.net/eee/2019/EEEin2019.pdf,2019
467,395,"Australian bushfires, 2019-20",Wildfire,More severe or more likely to occur,"""[W]e find that climate change has induced a higher weather-induced risk of such an extreme fire season. This trend is mainly driven by the increase of temperature extremes.""",https://nhess.copernicus.org/articles/21/941/2021/,2019-20
468,396,"Global extreme fire weather, 1980-2005",Wildfire,More severe or more likely to occur,"""Changes to temperature and relative humidity drive the largest shifts in extreme fire weather conditions; this is particularly apparent over the Amazon, where GHGs cause a seven-fold increase by 2080.""",https://www.nature.com/articles/s41467-020-20570-w,1980-2005
469,397,"Western US increased fire weather risk, 1979-2020",Wildfire,More severe or more likely to occur,"""Both estimates [68% from observations and 88% from models] suggest that anthropogenic warming is the main cause for increasing fire weather and provide a likely range for the true anthropogenic contribution to the western US trend in vapour pressure deficit.""",https://www.pnas.org/doi/10.1073/pnas.2111875118,1979-2020
470,397,August Complex “Gigafire”,Wildfire,More severe or more likely to occur,"""During August 2020, when the August Complex “Gigafire” occurred in the western US, anthropogenic warming likely explains 50% of the unprecedented high vapour pressure deficit anomalies.""",https://www.pnas.org/doi/10.1073/pnas.2111875118,
471,398,"Extreme fire activity in south central Alaska, 2019",Wildfire,No discernible human influence,"The ""analysis suggests that the anthropogenic signal of increased fire risk had not yet emerged in 2019 because of the [model]’s internal variability.""",https://www.mdpi.com/2073-445X/10/1/82,2019
472,399,"Forest fires in Sweden, summer 2018",Wildfire,Insufficient data/inconclusive,"""[W]e find a (non-significant) reduced probability of such events based on reanalyses, a small (non-significant) increased probability due to global warming up to now.""",https://nhess.copernicus.org/articles/21/2169/2021/,2018
473,400,Susquehanna River extreme streamflow,River flow,More severe or more likely to occur,"""Anthropogenic climate change has increased the probability of extreme Susquehanna River mean streamflows.""",https://www.ametsoc.net/eee/2019/EEEin2019.pdf,
474,401,"Compound dry and hot events in China, 1971-2010",Compound,More severe or more likely to occur,"Anthropogenic forcing is shown to contribute to the high likelihood of CDHEs in recent decades over most parts of China, with remarkable contributions in southwestern regions.""",https://rmets.onlinelibrary.wiley.com/doi/abs/10.1002/joc.7473,1971-2010
475,402,"Yunnan extreme hot drought, spring-summer 2019",Compound,More severe or more likely to occur,"""Anthropogenic influence has increased the risk of 2019 March–June hot and dry extremes over Yunnan province in southwestern China by 123%–157% and 13%–23%, respectively.""",https://www.ametsoc.net/eee/2019/EEEin2019.pdf,2019
476,382,"Impacts of Minas Gerais extreme rainfall, January 2020",Impact,More severe or more likely to occur,"""We estimate that >90,000 people became temporarily homeless, and at least BRL 1.3bn ($240m) was lost in public and private sectors, of which 41% can be attributed to human-induced climate change.""",https://doi.org/10.1002/cli2.15,2020
477,404,"Mortality from UK heatwave, 2003",Impact,More severe or more likely to occur,"Findings show that 1,117 ""excess deaths are directly attributable to human-induced climate change"".",https://doi.org/10.1016/j.crm.2021.100285,2003
478,404,"Mortality from UK heatwave, 2018",Impact,More severe or more likely to occur,"Findings show that 432 ""excess deaths are directly attributable to human-induced climate change"".",https://doi.org/10.1016/j.crm.2021.100285,2018
479,404,"Damages from UK flooding, autumn 2000",Impact,More severe or more likely to occur,"""Estimated attributable damages from UK flood events"" to human-caused climate change amounts to $3.5bn.",https://doi.org/10.1016/j.crm.2021.100285,2000
480,404,"Damages from UK flooding, summer 2007",Impact,More severe or more likely to occur,"""Estimated attributable damages from UK flood events"" to human-caused climate change amounts to $4.2bn.",https://doi.org/10.1016/j.crm.2021.100285,2007
481,404,"Damages from UK flooding, winter 2013-14",Impact,More severe or more likely to occur,"""Estimated attributable damages from UK flood events"" to human-caused climate change amounts to $450m.",https://doi.org/10.1016/j.crm.2021.100285,2013-14
